110,2016-07-16 16:16:06.476088+00,2012-02-19 21:57:17.021564+00,A. McCallum,t,1,1,305813
111,2016-07-16 16:16:06.490313+00,2011-12-13 14:08:17.235469+00,A. McClaughan,t,1,1,305934
112,2016-07-16 16:16:06.505632+00,2011-02-14 23:20:18.322161+00,A. McLaughlan,t,1,1,305934
113,2016-07-16 16:16:06.532529+00,2014-02-19 12:24:03.966236+00,A. McLean snr,t,1,1,305942
114,2016-07-16 16:16:06.547042+00,2014-01-09 09:46:49.73444+00,A. Moulton,t,1,1,306473
115,2016-07-16 16:16:06.561567+00,2011-06-12 15:39:11.331689+00,A. N. Slaughter,t,1,1,309254
116,2016-07-16 16:16:06.586852+00,2013-11-21 21:52:05.62285+00,A. N. Tappin,t,1,1,310098
117,2016-07-16 16:16:06.60281+00,2010-09-13 23:19:41.345456+00,A. Neally,t,1,1,306624
118,2016-07-16 16:16:06.613289+00,2012-03-18 07:34:52.677585+00,A. O. Foxhall,t,1,1,301472
119,2016-07-16 16:16:06.626505+00,2015-11-02 16:14:10.243109+00,A. O. Jones,f,507,1,304160
120,2016-07-16 16:16:06.646834+00,2012-12-27 13:54:23.271836+00,A. O. Mason,t,1,1,305700
121,2016-07-16 16:16:06.654858+00,2011-06-15 21:02:22.714598+00,A. O. Pearce,t,1,1,307286
122,2016-07-16 16:16:06.674222+00,2012-07-10 08:30:54.34156+00,A. P. Letchfield,t,1,1,308910
123,2016-07-16 16:16:06.687054+00,2014-01-17 09:07:56.804014+00,A. P. Slater,t,1,1,309243
124,2016-07-16 16:16:06.700824+00,2010-10-06 20:22:09.959357+00,A. Protherough-Jones,t,1,1,307771
125,2016-07-16 16:16:06.723043+00,2016-04-08 07:47:32.862143+00,A. Punchion,t,1,1,307815
126,2016-07-16 16:16:06.731514+00,2009-06-03 14:11:25.835077+00,A. R. Bourne,t,1,1,298249
127,2016-07-16 16:16:06.745145+00,2015-07-06 16:28:37.703785+00,A. R. Byford,t,1,1,298874
128,2016-07-16 16:16:06.76304+00,2012-03-13 11:37:42.987723+00,A. R. M. Owenson,t,1,1,307029
129,2016-07-16 16:16:06.769956+00,2012-10-20 20:55:56.400582+00,A. R. Monk,t,1,1,306232
130,2016-07-16 16:16:06.785806+00,2012-11-14 12:50:11.40537+00,A. R. Mowle,f,507,1,306486
131,2016-07-16 16:16:06.797001+00,2012-11-14 11:45:38.426918+00,A. R. Richardson,t,1,1,308140
132,2016-07-16 16:16:06.819791+00,2012-05-09 11:08:56.184163+00,A. R. Seddon,f,507,507,308870
134,2016-07-16 16:16:06.865947+00,2009-05-10 15:58:10.577828+00,A. Ramsey,t,1,1,307894
135,2016-07-16 16:16:06.877046+00,2011-12-12 15:38:52.615431+00,A. Redgate,t,1,1,307990
136,2016-07-16 16:16:06.890912+00,2011-05-07 12:23:54.987084+00,A. Remington,t,1,1,308051
137,2016-07-16 16:16:06.907826+00,2012-05-08 09:45:26.760122+00,A. Roberts,t,507,507,308270
138,2016-07-16 16:16:06.913314+00,2015-01-16 15:39:42.402224+00,A. S. Brotherston,t,1,1,298572
139,2016-07-16 16:16:06.939833+00,2016-02-08 12:19:32.209823+00,A. S. Copcutt,t,1,1,299705
140,2016-07-16 16:16:06.953589+00,2010-08-09 13:54:15.543398+00,A. S. Goddard,t,1,1,301903
141,2016-07-16 16:16:06.973589+00,2011-05-20 20:34:33.688308+00,A. S. Grant,f,507,1,302043
142,2016-07-16 16:16:06.986498+00,2013-04-17 21:56:37.207247+00,A. S. Holness,f,507,1,303360
143,2016-07-16 16:16:07.001724+00,2012-07-05 18:52:36.776595+00,A. S. Jolly,t,1,1,304150
144,2016-07-16 16:16:07.03183+00,2016-03-08 15:12:13.709217+00,A. S. Moreland,f,507,507,306316
145,2016-07-16 16:16:07.059218+00,2013-11-21 21:53:20.097597+00,A. S. Wise,t,1,1,311836
146,2016-07-16 16:16:07.079255+00,2009-06-03 14:13:56.265508+00,A. Small,t,1,1,309282
147,2016-07-16 16:16:07.095503+00,2009-10-21 19:18:04.330665+00,A. Swainson,t,1,1,309987
148,2016-07-16 16:16:07.113731+00,2013-04-24 13:42:20.887528+00,A. T. Clucas,t,1,1,299466
149,2016-07-16 16:16:07.131354+00,2013-09-30 05:57:18.78766+00,A. T. Money,t,1,1,306233
150,2016-07-16 16:16:07.148405+00,2011-09-04 15:15:23.986597+00,A. T. Tidmarsh,t,1,1,310461
151,2016-07-16 16:16:07.17125+00,2013-03-02 10:52:57.50842+00,A. V. Creasey,t,1,1,299882
152,2016-07-16 16:16:07.187251+00,2013-04-17 22:05:01.553175+00,A. V. Dodson,t,1,1,300432
153,2016-07-16 16:16:07.202291+00,2015-02-22 19:52:39.318894+00,A. V. Ferguson,f,507,1,301195
154,2016-07-16 16:16:07.220514+00,2012-02-10 13:01:17.51181+00,A. W. Delamont,t,507,507,300301
155,2016-07-16 16:16:07.236339+00,2011-06-14 18:30:46.495383+00,A. W. F. Weston,t,1,1,311312
156,2016-07-16 16:16:07.249386+00,2014-02-12 10:33:16.721173+00,A. W. Fowler,t,1,1,301451
157,2016-07-16 16:16:07.27498+00,2012-07-03 14:17:21.609105+00,A. W. Gidmer,t,1,1,301842
158,2016-07-16 16:16:07.29641+00,2012-01-31 15:41:11.644625+00,A. W. Gilmer,f,507,507,301842
159,2016-07-16 16:16:07.316268+00,2014-01-02 13:26:58.77294+00,A. W. Goodman,t,1,1,301960
160,2016-07-16 16:16:07.336409+00,2012-11-17 10:39:05.940636+00,A. W. Keirl,t,1,1,304390
161,2016-07-16 16:16:07.34955+00,2016-03-03 15:25:37.249619+00,A. W. MacLauchlan,t,1,1,305934
162,2016-07-16 16:16:07.3625+00,2011-06-04 14:28:56.511895+00,A. W. Manley,t,1,1,305535
163,2016-07-16 16:16:07.372772+00,2011-05-14 10:43:29.042091+00,A. W. McLauchlan,t,1,1,305934
164,2016-07-16 16:16:07.390527+00,2011-05-22 17:13:16.043842+00,A. W. McLaughlan,t,1,1,305934
165,2016-07-16 16:16:07.397111+00,2013-10-14 09:12:58.721725+00,A. W. Stevens,t,1,1,309771
166,2016-07-16 16:16:07.409348+00,2013-03-04 12:47:38.371068+00,A. W. Turner,t,1,1,310631
167,2016-07-16 16:16:07.421497+00,2014-07-04 11:04:28.317961+00,A. Walkley,t,1,1,310927
168,2016-07-16 16:16:07.435231+00,2015-05-18 08:31:38.073048+00,A. Walmesley,t,1,1,310953
169,2016-07-16 16:16:07.443794+00,2011-02-24 13:11:31.874419+00,A. Warne,t,1,1,311070
170,2016-07-16 16:16:07.460128+00,2014-07-06 09:55:17.074547+00,A. Whitaker,t,507,507,311366
171,2016-07-16 16:16:07.486856+00,2014-07-06 09:55:22.455944+00,A. Whittaker,t,507,507,311366
172,2016-07-16 16:16:07.503916+00,2014-03-31 22:16:38.971119+00,A. Whitwham,t,1,1,311457
173,2016-07-16 16:16:07.528511+00,2012-05-03 10:41:34.926052+00,A. Wilson,f,507,507,311788
174,2016-07-16 16:16:07.543314+00,2013-05-07 09:24:02.769033+00,A. Wilson-Dinning,t,1,1,300402
175,2016-07-16 16:16:07.569107+00,2011-07-26 13:35:09.355852+00,A. Y. Barrie,f,507,1,297548
176,2016-07-16 16:16:07.581198+00,2011-12-11 17:32:03.362513+00,Aaron D Harvey,t,1,1,302743
177,2016-07-16 16:16:07.593706+00,2015-05-10 12:44:36.297464+00,Adam Cable,t,1,1,298902
178,2016-07-16 16:16:07.610916+00,2012-01-10 14:08:39.84201+00,Adele Hudson-Sellers,t,507,507,303552
179,2016-07-16 16:16:07.620589+00,2012-01-10 13:43:19.977274+00,Adele Sellers,f,507,507,303552
180,2016-07-16 16:16:07.648655+00,2012-01-10 14:08:47.799157+00,Adele Sellers-Hudson,t,507,507,303552
181,2016-07-16 16:16:07.667532+00,2012-01-10 14:08:22.76695+00,Adele Sellers-Peck,t,507,507,303552
182,2016-07-16 16:16:07.681164+00,2011-10-05 12:36:34.397755+00,Adie Smith,t,1,1,309308
183,2016-07-16 16:16:07.695621+00,2013-06-19 13:13:08.287773+00,Adrian B. Morton,t,1,1,306430
184,2016-07-16 16:16:07.710362+00,2012-10-05 09:06:03.306564+00,Adrian J. Hill,t,1,1,303077
185,2016-07-16 16:16:07.72652+00,2010-07-18 17:09:30.932048+00,Ady Woodhead,t,1,1,311938
186,2016-07-16 16:16:07.736081+00,2011-02-17 21:48:46.087924+00,Age Torsvik,t,1,1,310518
187,2016-07-16 16:16:07.763493+00,2011-09-08 22:20:27.687369+00,Aksel Gilje,t,1,1,301822
188,2016-07-16 16:16:07.781195+00,2011-02-25 19:37:26.801735+00,Aksel J. Gilje,t,1,1,301822
189,2016-07-16 16:16:07.795935+00,2010-11-22 06:50:15.465286+00,Al Kidney,t,1,1,304504
190,2016-07-16 16:16:07.81672+00,2012-09-17 13:50:00.126867+00,Alan F Gibbs,t,1,1,301770
191,2016-07-16 16:16:07.844018+00,2012-04-17 12:33:48.327707+00,Alan F. Gibbs,t,507,507,301770
192,2016-07-16 16:16:07.864152+00,2012-09-22 11:33:28.729808+00,Alan Greenwood,t,1,1,302164
193,2016-07-16 16:16:07.877044+00,2013-10-22 09:08:50.638097+00,Alan Hathaway,t,1,1,302773
194,2016-07-16 16:16:07.903699+00,2011-11-16 12:42:35.831283+00,Alan L. Lawton,t,507,507,304885
196,2016-07-16 16:16:07.929458+00,2009-06-03 10:49:34.487267+00,Alan McRae,t,1,1,305434
197,2016-07-16 16:16:07.948281+00,2013-05-13 17:10:28.462412+00,Alan Pollard,t,1,1,307558
198,2016-07-16 16:16:07.965402+00,2011-03-04 09:39:10.238638+00,Alan R Bourne,t,1,1,298249
199,2016-07-16 16:16:07.97723+00,2012-01-06 21:59:17.362035+00,Alan R. Bourne,t,1,1,298249
200,2016-07-16 16:16:07.989468+00,2015-01-20 14:37:09.001352+00,Alan Rowson,t,1,1,308539
201,2016-07-16 16:16:08.006503+00,2014-05-23 11:51:33.634181+00,Alan Simmons,t,1,1,309150
202,2016-07-16 16:16:08.01737+00,2009-05-15 20:54:21.695388+00,Alan Widdup,t,1,1,311496
203,2016-07-16 16:16:08.029485+00,2009-05-03 21:33:29.151954+00,Alan Withington,t,1,1,311849
204,2016-07-16 16:16:08.043881+00,2011-05-04 09:23:27.213556+00,Albert Coupe,t,1,1,299787
205,2016-07-16 16:16:08.057351+00,2012-07-09 10:58:13.174112+00,Albert E Badrick,t,1,1,297311
206,2016-07-16 16:16:08.076163+00,2012-02-14 08:29:18.99348+00,Albert E. Badrick,t,507,507,297311
207,2016-07-16 16:16:08.093571+00,2014-01-02 15:43:54.703786+00,Albert E. King,t,1,1,304518
208,2016-07-16 16:16:08.10845+00,2012-02-09 09:07:39.41512+00,Albert G. A. Chappell,t,507,507,299221
209,2016-07-16 16:16:08.133202+00,2012-02-09 09:08:04.52593+00,Albert George Amos Chappell,f,8,507,299221
210,2016-07-16 16:16:08.160342+00,2012-08-30 10:11:20.515762+00,Albert H. Baile,t,507,507,297320
213,2016-07-16 16:16:08.224025+00,2012-08-30 10:11:29.444073+00,Albert Henry Baile,f,507,507,297320
214,2016-07-16 16:16:08.241069+00,2012-08-30 10:05:27.600946+00,Albert Henry Bailie,t,507,507,297320
215,2016-07-16 16:16:08.25502+00,2011-06-12 16:39:34.135031+00,Albert Henry Smith,f,507,1,309310
216,2016-07-16 16:16:08.272105+00,2013-05-15 09:52:33.799159+00,Albert John Morcom,f,507,507,306311
217,2016-07-16 16:16:08.286762+00,2011-06-24 09:35:20.26639+00,Albert Rayner,t,1,1,307956
218,2016-07-16 16:16:08.30761+00,2012-07-12 10:42:41.680428+00,Albert S. Grant,t,507,507,302043
219,2016-07-16 16:16:08.325321+00,2011-02-06 02:42:56.626885+00,Alec Mortimer,t,1,1,306421
220,2016-07-16 16:16:08.348682+00,2015-11-02 16:14:35.413868+00,Aled O. Jones,t,507,507,304160
221,2016-07-16 16:16:08.365512+00,2013-06-05 07:12:51.143798+00,Alex Bell,t,1,1,297732
222,2016-07-16 16:16:08.379866+00,2016-05-16 14:35:24.283246+00,Alex Connors,f,507,1,299595
223,2016-07-16 16:16:08.402857+00,2012-06-28 19:26:20.222994+00,Alex D Macdonald,t,1,1,305418
224,2016-07-16 16:16:08.409794+00,2010-02-09 13:59:21.558953+00,Alex Owen,t,1,1,307002
226,2016-07-16 16:16:08.483103+00,2014-02-18 12:34:13.50547+00,Alex Stewart,t,1,1,309784
227,2016-07-16 16:16:08.511915+00,2014-02-03 13:04:20.05509+00,Alex Webb,t,1,1,311187
228,2016-07-16 16:16:08.568151+00,2011-11-14 11:51:45.898376+00,Alexander Blair,f,507,507,298036
229,2016-07-16 16:16:08.581507+00,2011-11-01 13:49:42.010506+00,Alexander Buchan,f,1,1,298679
230,2016-07-16 16:16:08.599889+00,2010-05-18 15:59:03.080241+00,Alexander Fleming,f,1,1,301314
231,2016-07-16 16:16:08.618358+00,2011-11-09 22:16:23.81136+00,Alexander Hamilton,f,1,1,302481
232,2016-07-16 16:16:08.635819+00,2013-05-02 19:28:54.150839+00,Alexander Leith,t,1,1,304990
233,2016-07-16 16:16:08.649757+00,2012-10-15 14:22:57.809915+00,Alf Casey,t,1,1,299098
234,2016-07-16 16:16:08.678547+00,2016-02-18 11:14:54.516202+00,Alf Lovell,f,507,507,305306
235,2016-07-16 16:16:08.724885+00,2013-03-10 23:21:51.987709+00,Alfred John Ashpole,f,507,507,297156
236,2016-07-16 16:16:08.782882+00,2012-04-18 15:38:17.025563+00,Alfred Stephenson,f,507,507,309738
237,2016-07-16 16:16:08.901629+00,2013-12-11 10:37:43.324405+00,Aline Schipper,f,507,507,311287
238,2016-07-16 16:16:08.919473+00,2016-03-08 09:44:28.070726+00,Aline Werkman,t,1,1,311287
239,2016-07-16 16:16:08.947715+00,2009-10-20 14:15:51.022855+00,Alistair G. McCorkell,t,1,1,305838
241,2016-07-16 16:16:08.988207+00,2009-03-11 19:21:59.809263+00,Allan Ramsey,t,1,1,307894
242,2016-07-16 16:16:09.003894+00,2012-07-12 13:44:11.560537+00,Alun F Williams,t,1,1,311587
243,2016-07-16 16:16:09.034807+00,2013-07-17 12:42:34.711872+00,Alun F. Williams,t,507,507,311587
244,2016-07-16 16:16:09.048375+00,2013-04-19 22:20:00.997875+00,Alwyn G. Lloyd,t,507,507,305176
246,2016-07-16 16:16:09.077237+00,2015-11-08 18:55:45.838494+00,Andras Spang Olsen,t,1,1,306926
247,2016-07-16 16:16:09.091294+00,2013-11-22 15:44:57.322617+00,Andreas Hanson,t,1,1,302561
249,2016-07-16 16:16:09.121584+00,2015-04-15 15:23:56.69744+00,Andrew Fawbert,t,1,1,301151
250,2016-07-16 16:16:09.133371+00,2009-10-20 15:11:33.259341+00,Andrew H. Keachie,t,1,1,304363
251,2016-07-16 16:16:09.156307+00,2009-11-30 20:07:07.264099+00,Andrew Holland,t,1,1,303288
252,2016-07-16 16:16:09.172082+00,2013-04-16 08:26:55.726595+00,Andrew Leith,t,1,1,304990
253,2016-07-16 16:16:09.191556+00,2009-10-20 14:36:57.568302+00,Andrew M. Holland,t,1,1,303288
254,2016-07-16 16:16:09.21225+00,2015-01-21 19:08:15.892486+00,Andrew McLaughlin,t,1,1,305938
255,2016-07-16 16:16:09.227662+00,2012-04-09 11:23:34.769672+00,Andrew Nicholson,t,1,1,306729
256,2016-07-16 16:16:09.241289+00,2013-05-19 16:45:55.671478+00,Andrew Protheroe Jones,t,1,1,307771
257,2016-07-16 16:16:09.253272+00,2011-09-18 10:50:57.259914+00,Andrew Protheroe-Jones,t,1,1,307771
258,2016-07-16 16:16:09.267472+00,2010-10-06 20:22:09.957676+00,Andrew Protherough-Jones,t,1,1,307771
259,2016-07-16 16:16:09.285877+00,2012-05-15 20:22:23.654184+00,Andrew Robert M. Owenson,t,8,1,307029
260,2016-07-16 16:16:09.307794+00,2011-11-01 16:22:30.790053+00,Andrew W Suckle,t,1,1,309919
261,2016-07-16 16:16:09.321941+00,2009-07-25 10:07:44.531623+00,Andrew Wilson,t,1,1,311745
262,2016-07-16 16:16:09.341752+00,2009-07-25 11:44:21.047099+00,Andy Clarke,t,1,1,299370
263,2016-07-16 16:16:09.353587+00,2013-07-29 12:31:26.463767+00,Andy Craze,t,1,1,299880
264,2016-07-16 16:16:09.365537+00,2009-06-02 22:34:39.853109+00,Andy Culshaw,t,1,1,299978
